"Analystes du chapitre",""
"Djiby DIOP","Démographe (ANSD)"
"","Fatimatou SY   Démographe (ANSD)"
"","Aida Ngom DIOP   Démographe (ANSD)"
"Mamadou SIDIBE","Démographe (ANSD)"
"Ndeye Lala TRAVARE","Démographe (ANSD)"
