"Région","Sexe","",""
"","Homme","Femme","Ecart moyen 
d'espérance de vie"
"Kaffrine","67,9","70,7","2,8"
"Kédougou","62,2","65,8","3,6"
"Sédhiou","62,6","63","0,4"
"Milieu de résidence","","",""
"Urbain 
68,8 
71,4 
2,6","","",""
"Rural 
66,6 
67,7 
1,1","","",""
"National 
67,7 
70,0 
2,3","","",""
