"Milieu de 
résidence","Sexe du chef de ménage","","Ensemble"
"","Masculin","Féminin",""
"","Effectif 
Pourcentage","Effectif 
Pourcentage","Effectif 
Pourcentage"
"Urbain","888 820 
69,4","391 733 
30,6","1 280 553 
62,6"
"Rural","655 244 
85,7","109 639 
14,3","764 883 
37,4"
"Total","1 544 064 
75,5","501 372 
24,5","2 045 436 
100"
