"Niveau d’instruction","Sexe du chef de ménage","",""
"","Homme","Femme","Ensemble"
"Sans instruction","10,2","8,3","9,7"
"Préscolaire","10,7","7,6","10,2"
"Primaire","8,6","7,1","8,2"
"Moyen","7,7","6,3","7,3"
"Secondaire","7,2","5,2","6,8"
"Supérieur","6,1","4,0","5,7"
"Total","9,2","7,4","8,8"
