"Profession","Sexe","","","","",""
"","Masculin","","Féminin","","Total",""
"","Effectif","%","Effectif","%","Effectif","%"
"Agriculteurs et ouvriers qualifiés de 
l’agriculture et de la pêche","12 041","8,8","206","0,8","12 247","7,4"
"Artisans et ouvriers des métiers de 
type artisanal","9 602","7,0","348","1,3","9 950","6,0"
"Conducteurs d’installations et de 
machines et ouvriers de l’assemblage","2 525","1,8","24","0,1","2 549","1,5"
"Ouvriers et employés non qualifiés","54 186","39,4","15 297","56,7","69 483","42,2"
"Autres","15 626","11,4","3 593","13,3","19 218","11,7"
"Total","137 572","100,0","26 976","100,0","164 548","100,0"
