"Niveau d'instruction","Urbain","","","Rural","","","Total","",""
"","Masculin","Féminin","Ensemble","Masculin","Féminin","Ensemble","Masculin","Féminin","Ensemble"
"Sans niveau","58,6","22,1","39,2","43,7","14,8","28,6","50,8","18,3","33,7"
"Préscolaire","45,0","26,3","35,7","42,4","21,0","31,5","43,4","22,8","33,0"
"Primaire","66,2","28,9","47,0","42,6","12,2","27,2","58,0","23,3","40,2"
"Moyen","44,8","21,2","32,7","26,7","8,9","17,7","38,9","17,2","27,8"
"Secondaire","39,4","22,1","30,7","26,5","10,1","19,0","36,1","19,5","27,9"
"Supérieur","46,9","33,2","40,8","33,9","18,2","28,8","44,7","31,5","39,1"
"Total","53,7","24,1","38,5","40,3","13,7","26,8","48,2","19,8","33,7"
