"Nationalité","Migrant","","","","",""
"","Non","","oui","","Total",""
"","Effectif","%","Effectif","%","Effectif","%"
"Sénégalaise","16 594 300","97,5","430 124","2,5","17 024 425","100,0"
"Etrangère","178 373","96,4","6 698","3,6","185 072","100,0"
"Personnes n’ayant pas 
déclaré leur nationalité","9 977","98,7","132","1,3","10 109","100,0"
"Total","16 782 651","97,5","436 955","2,5","17 219 605","100,0"
